,ano,ocupacao,Estado,ativo_problematico_deflacionado
19,2014,PF - Outros,AMAZONAS,972847101.0155052
20,2014,PF - Servidor ou empregado público,AMAZONAS,369670669.3678876
21,2014,PF - Aposentado/pensionista,AMAPÁ,10884731.141711464
22,2014,PF - Autônomo,AMAPÁ,9096882.865478208
23,2014,PF - Empregado de empresa privada,AMAPÁ,15637131.845017862
24,2014,PF - Empregado de entidades sem fins lucrativos,AMAPÁ,138669.91084489395
25,2014,PF - Empresário,AMAPÁ,25379506.574605715
26,2014,PF - Outros,AMAPÁ,193480090.9148388
27,2014,PF - Servidor ou empregado público,AMAPÁ,168289920.3061032
28,2014,PF - Aposentado/pensionista,BAHIA,251628930.95734695
29,2014,PF - Autônomo,BAHIA,641058576.438591
30,2014,PF - Empregado de empresa privada,BAHIA,682077050.7835479
31,2014,PF - Empregado de entidades sem fins lucrativos,BAHIA,5885478.054191053
32,2014,PF - Empresário,BAHIA,1045137205.1712034
33,2014,PF - Outros,BAHIA,4120175140.479438
34,2014,PF - Servidor ou empregado público,BAHIA,845085964.3035183
35,2014,PF - Aposentado/pensionista,CEARÁ,164314583.24248222
36,2014,PF - Autônomo,CEARÁ,254008722.8484325
37,2014,PF - Empregado de empresa privada,CEARÁ,232663933.59407237
38,2014,PF - Empregado de entidades sem fins lucrativos,CEARÁ,2475945.292485434
39,2014,PF - Empresário,CEARÁ,388026591.2690881
40,2014,PF - Outros,CEARÁ,2106298652.7716136
41,2014,PF - Servidor ou empregado público,CEARÁ,382989776.55117464
42,2014,PF - Aposentado/pensionista,DISTRITO FEDERAL,212468266.03581205
43,2014,PF - Autônomo,DISTRITO FEDERAL,208214386.2636664
44,2014,PF - Empregado de empresa privada,DISTRITO FEDERAL,394508280.0727019
45,2014,PF - Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,14191808.776588658
46,2014,PF - Empresário,DISTRITO FEDERAL,454177453.8593758
47,2014,PF - Outros,DISTRITO FEDERAL,1874279386.4813056
48,2014,PF - Servidor ou empregado público,DISTRITO FEDERAL,1144188528.36614
49,2014,PF - Aposentado/pensionista,ESPÍRITO SANTO,96420004.27300233
50,2014,PF - Autônomo,ESPÍRITO SANTO,249959565.77869263
51,2014,PF - Empregado de empresa privada,ESPÍRITO SANTO,327237949.6362791
52,2014,PF - Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,2707146.658001882
53,2014,PF - Empresário,ESPÍRITO SANTO,372260358.6654973
54,2014,PF - Outros,ESPÍRITO SANTO,1630859142.8365512
55,2014,PF - Servidor ou empregado público,ESPÍRITO SANTO,248229672.60373947
56,2014,PF - Aposentado/pensionista,GOIÁS,150914327.80991656
57,2014,PF - Autônomo,GOIÁS,742030961.1193607
58,2014,PF - Empregado de empresa privada,GOIÁS,467896405.53043795
59,2014,PF - Empregado de entidades sem fins lucrativos,GOIÁS,9002942.426306408
60,2014,PF - Empresário,GOIÁS,1351800286.9398103
61,2014,PF - Outros,GOIÁS,3887917881.6968293
62,2014,PF - Servidor ou empregado público,GOIÁS,577431896.2264
63,2014,PF - Aposentado/pensionista,MARANHÃO,65956738.663094394
64,2014,PF - Autônomo,MARANHÃO,413820595.47502214
65,2014,PF - Empregado de empresa privada,MARANHÃO,156792904.76540115
66,2014,PF - Empregado de entidades sem fins lucrativos,MARANHÃO,1573286.6416459393
67,2014,PF - Empresário,MARANHÃO,255884309.39176008
68,2014,PF - Outros,MARANHÃO,1576393832.6450262
69,2014,PF - Servidor ou empregado público,MARANHÃO,299432288.32486016
70,2014,PF - Aposentado/pensionista,MINAS GERAIS,535129875.7913819
71,2014,PF - Autônomo,MINAS GERAIS,1253103533.5167572
72,2014,PF - Empregado de empresa privada,MINAS GERAIS,1461126637.255532
73,2014,PF - Empregado de entidades sem fins lucrativos,MINAS GERAIS,10508843.05560564
74,2014,PF - Empresário,MINAS GERAIS,2622883297.8622646
75,2014,PF - Outros,MINAS GERAIS,8261723663.286357
76,2014,PF - Servidor ou empregado público,MINAS GERAIS,1177203329.6681902
77,2014,PF - Aposentado/pensionista,MATO GROSSO DO SUL,79512411.04532439
78,2014,PF - Autônomo,MATO GROSSO DO SUL,346123764.5174768
79,2014,PF - Empregado de empresa privada,MATO GROSSO DO SUL,157346458.93159094
80,2014,PF - Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,3620805.8777816687
81,2014,PF - Empresário,MATO GROSSO DO SUL,456555383.1678391
82,2014,PF - Outros,MATO GROSSO DO SUL,1308025609.7547064
83,2014,PF - Servidor ou empregado público,MATO GROSSO DO SUL,272383527.18832016
84,2014,PF - Aposentado/pensionista,MATO GROSSO,73313488.5779381
85,2014,PF - Autônomo,MATO GROSSO,721409961.3792375
86,2014,PF - Empregado de empresa privada,MATO GROSSO,268330751.3788715
87,2014,PF - Empregado de entidades sem fins lucrativos,MATO GROSSO,1498162.3288217718
88,2014,PF - Empresário,MATO GROSSO,1209040692.0895383
89,2014,PF - Outros,MATO GROSSO,1854679337.086533
90,2014,PF - Servidor ou empregado público,MATO GROSSO,395106083.3194068
91,2014,PF - Aposentado/pensionista,PARÁ,134565917.16944718
92,2014,PF - Autônomo,PARÁ,256256065.64897507
93,2014,PF - Empregado de empresa privada,PARÁ,227682998.2043781
94,2014,PF - Empregado de entidades sem fins lucrativos,PARÁ,2028796.0624482948
95,2014,PF - Empresário,PARÁ,272246227.6928998
96,2014,PF - Outros,PARÁ,1976046215.0657306
97,2014,PF - Servidor ou empregado público,PARÁ,537021641.4595851
98,2014,PF - Aposentado/pensionista,PARAÍBA,93817871.46826956
99,2014,PF - Autônomo,PARAÍBA,148121063.21020827
100,2014,PF - Empregado de empresa privada,PARAÍBA,92459559.21649742
101,2014,PF - Empregado de entidades sem fins lucrativos,PARAÍBA,359176.2396590126
102,2014,PF - Empresário,PARAÍBA,150501316.4369867
103,2014,PF - MEI,PARAÍBA,7296.478395262346
104,2014,PF - Outros,PARAÍBA,1309355366.433427
105,2014,PF - Servidor ou empregado público,PARAÍBA,295096746.1622157
106,2014,PF - Aposentado/pensionista,PERNAMBUCO,221416113.9713203
107,2014,PF - Autônomo,PERNAMBUCO,360021365.48310685
108,2014,PF - Empregado de empresa privada,PERNAMBUCO,348126731.3467458
109,2014,PF - Empregado de entidades sem fins lucrativos,PERNAMBUCO,5368268.4120761445
110,2014,PF - Empresário,PERNAMBUCO,425642287.1408201
111,2014,PF - Outros,PERNAMBUCO,2614568003.2828293
112,2014,PF - Servidor ou empregado público,PERNAMBUCO,460558820.13624996
113,2014,PF - Aposentado/pensionista,PIAUÍ,50129825.09346539
114,2014,PF - Autônomo,PIAUÍ,86212321.50724708
115,2014,PF - Empregado de empresa privada,PIAUÍ,38770228.081208766
116,2014,PF - Empregado de entidades sem fins lucrativos,PIAUÍ,325925.3355457503
117,2014,PF - Empresário,PIAUÍ,130980078.00211215
118,2014,PF - Outros,PIAUÍ,735202038.9997082
119,2014,PF - Servidor ou empregado público,PIAUÍ,170926368.77935728
120,2014,PF - Aposentado/pensionista,PARANÁ,250154911.49547067
121,2014,PF - Autônomo,PARANÁ,1015555736.703054
122,2014,PF - Empregado de empresa privada,PARANÁ,1041919662.1924819
123,2014,PF - Empregado de entidades sem fins lucrativos,PARANÁ,7781175.6131333895
124,2014,PF - Empresário,PARANÁ,1890443622.8622618
125,2014,PF - Outros,PARANÁ,5290446545.128643
126,2014,PF - Servidor ou empregado público,PARANÁ,624781124.6677395
127,2014,PF - Aposentado/pensionista,RIO DE JANEIRO,1216180257.8762681
128,2014,PF - Autônomo,RIO DE JANEIRO,1220160991.3355927
129,2014,PF - Empregado de empresa privada,RIO DE JANEIRO,2131940758.230076
130,2014,PF - Empregado de entidades sem fins lucrativos,RIO DE JANEIRO,16045689.787784737
131,2014,PF - Empresário,RIO DE JANEIRO,1483726090.827205
132,2014,PF - MEI,RIO DE JANEIRO,856.7323500349898
133,2014,PF - Outros,RIO DE JANEIRO,7641672980.2486
134,2014,PF - Servidor ou empregado público,RIO DE JANEIRO,2252121926.272586
135,2014,PF - Aposentado/pensionista,RIO GRANDE DO NORTE,131834465.37610081
136,2014,PF - Autônomo,RIO GRANDE DO NORTE,122848016.20986505
137,2014,PF - Empregado de empresa privada,RIO GRANDE DO NORTE,108336005.33792892
138,2014,PF - Empregado de entidades sem fins lucrativos,RIO GRANDE DO NORTE,1221206.025939183
139,2014,PF - Empresário,RIO GRANDE DO NORTE,172307753.31352037
140,2014,PF - Outros,RIO GRANDE DO NORTE,1169620854.331192
141,2014,PF - Servidor ou empregado público,RIO GRANDE DO NORTE,309385980.0676639
142,2014,PF - Aposentado/pensionista,RONDÔNIA,18888537.06382239
143,2014,PF - Autônomo,RONDÔNIA,82063894.39008518
144,2014,PF - Empregado de empresa privada,RONDÔNIA,50695076.260875955
145,2014,PF - Empregado de entidades sem fins lucrativos,RONDÔNIA,550554.9411987241
146,2014,PF - Empresário,RONDÔNIA,100469887.58842608
147,2014,PF - Outros,RONDÔNIA,559423174.315385
148,2014,PF - Servidor ou empregado público,RONDÔNIA,215850134.75891668
149,2014,PF - Aposentado/pensionista,RORAIMA,6073402.507275691
150,2014,PF - Autônomo,RORAIMA,17599942.42937786
151,2014,PF - Empregado de empresa privada,RORAIMA,9117545.878717799
152,2014,PF - Empregado de entidades sem fins lucrativos,RORAIMA,448046.6016024312
153,2014,PF - Empresário,RORAIMA,28387923.205918297
154,2014,PF - Outros,RORAIMA,157031951.31507644
155,2014,PF - Servidor ou empregado público,RORAIMA,121439362.98285306
156,2014,PF - Aposentado/pensionista,RIO GRANDE DO SUL,407239510.46425134
157,2014,PF - Autônomo,RIO GRANDE DO SUL,1094150971.9383996
158,2014,PF - Empregado de empresa privada,RIO GRANDE DO SUL,1176931157.288162
159,2014,PF - Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,8601066.147451952
160,2014,PF - Empresário,RIO GRANDE DO SUL,1933984058.1728454
161,2014,PF - MEI,RIO GRANDE DO SUL,0.0
162,2014,PF - Outros,RIO GRANDE DO SUL,5774740905.474678
163,2014,PF - Servidor ou empregado público,RIO GRANDE DO SUL,860356039.7529343
164,2014,PF - Aposentado/pensionista,SANTA CATARINA,171711845.00809467
165,2014,PF - Autônomo,SANTA CATARINA,351850025.6602409
166,2014,PF - Empregado de empresa privada,SANTA CATARINA,584436604.2812647
167,2014,PF - Empregado de entidades sem fins lucrativos,SANTA CATARINA,3456896.7744389437
168,2014,PF - Empresário,SANTA CATARINA,904376340.3041475
169,2014,PF - Outros,SANTA CATARINA,3348015949.1081805
170,2014,PF - Servidor ou empregado público,SANTA CATARINA,381946579.2473544
171,2014,PF - Aposentado/pensionista,SERGIPE,50034032.04906529
172,2014,PF - Autônomo,SERGIPE,108286861.46331418
173,2014,PF - Empregado de empresa privada,SERGIPE,85193243.9764383
174,2014,PF - Empregado de entidades sem fins lucrativos,SERGIPE,1873007.1833646628
175,2014,PF - Empresário,SERGIPE,103733102.15594378
176,2014,PF - Outros,SERGIPE,753699804.2508669
177,2014,PF - Servidor ou empregado público,SERGIPE,218424226.50512198
178,2014,PF - Aposentado/pensionista,SÃO PAULO,1274110862.7197182
179,2014,PF - Autônomo,SÃO PAULO,3261077806.4653006
180,2014,PF - Empregado de empresa privada,SÃO PAULO,8612181881.768768
181,2014,PF - Empregado de entidades sem fins lucrativos,SÃO PAULO,49419415.87541025
182,2014,PF - Empresário,SÃO PAULO,7091569540.307175
183,2014,PF - MEI,SÃO PAULO,52707.53503639209
184,2014,PF - Outros,SÃO PAULO,21195851386.2265
185,2014,PF - Servidor ou empregado público,SÃO PAULO,3157921077.1488724
186,2014,PF - Aposentado/pensionista,TOCANTINS,10938982.254256628
187,2014,PF - Autônomo,TOCANTINS,175884885.83017495
188,2014,PF - Empregado de empresa privada,TOCANTINS,45709637.53708049
189,2014,PF - Empregado de entidades sem fins lucrativos,TOCANTINS,1552402.0386309656
190,2014,PF - Empresário,TOCANTINS,173332986.5061398
191,2014,PF - Outros,TOCANTINS,564628731.4374145
192,2014,PF - Servidor ou empregado público,TOCANTINS,208631681.84133384
0,2015,PF - Aposentado/pensionista,ACRE,12852855.369098589
1,2015,PF - Autônomo,ACRE,20163327.995709505
2,2015,PF - Empregado de empresa privada,ACRE,13812329.297704747
3,2015,PF - Empregado de entidades sem fins lucrativos,ACRE,164278.3473987034
4,2015,PF - Empresário,ACRE,40264635.02058122
5,2015,PF - Outros,ACRE,263208700.69221818
6,2015,PF - Servidor ou empregado público,ACRE,109421974.0117611
7,2015,PF - Aposentado/pensionista,ALAGOAS,63665705.59962378
8,2015,PF - Autônomo,ALAGOAS,133081321.3076287
9,2015,PF - Empregado de empresa privada,ALAGOAS,88830490.38382617
10,2015,PF - Empregado de entidades sem fins lucrativos,ALAGOAS,509135.385588641
11,2015,PF - Empresário,ALAGOAS,203683836.79298216
12,2015,PF - Outros,ALAGOAS,1319050788.4470086
13,2015,PF - Servidor ou empregado público,ALAGOAS,207617114.09950757
14,2015,PF - Aposentado/pensionista,AMAZONAS,48356602.80017535
15,2015,PF - Autônomo,AMAZONAS,134149368.99107641
16,2015,PF - Empregado de empresa privada,AMAZONAS,237349219.4967635
17,2015,PF - Empregado de entidades sem fins lucrativos,AMAZONAS,3160702.7685154662
18,2015,PF - Empresário,AMAZONAS,145461740.95175523
19,2015,PF - Outros,AMAZONAS,985983235.0918628
20,2015,PF - Servidor ou empregado público,AMAZONAS,352943249.66718715
21,2015,PF - Aposentado/pensionista,AMAPÁ,11227949.052712679
22,2015,PF - Autônomo,AMAPÁ,11924374.584000828
23,2015,PF - Empregado de empresa privada,AMAPÁ,17473416.97094417
24,2015,PF - Empregado de entidades sem fins lucrativos,AMAPÁ,244762.79985154662
25,2015,PF - Empresário,AMAPÁ,27144369.305210352
26,2015,PF - Outros,AMAPÁ,227861061.15278852
27,2015,PF - Servidor ou empregado público,AMAPÁ,190660976.38694748
28,2015,PF - Aposentado/pensionista,BAHIA,244228238.865075
29,2015,PF - Autônomo,BAHIA,674221792.0084025
30,2015,PF - Empregado de empresa privada,BAHIA,701075730.4303116
31,2015,PF - Empregado de entidades sem fins lucrativos,BAHIA,6821295.555455706
32,2015,PF - Empresário,BAHIA,1282848016.239232
33,2015,PF - Outros,BAHIA,4520369840.145289
34,2015,PF - Servidor ou empregado público,BAHIA,797560540.2787657
35,2015,PF - Aposentado/pensionista,CEARÁ,147683209.72277784
36,2015,PF - Autônomo,CEARÁ,281614246.9789231
37,2015,PF - Empregado de empresa privada,CEARÁ,229429216.4458047
38,2015,PF - Empregado de entidades sem fins lucrativos,CEARÁ,1644348.5674561192
39,2015,PF - Empresário,CEARÁ,420343501.69420344
40,2015,PF - Outros,CEARÁ,2354508721.564248
41,2015,PF - Servidor ou empregado público,CEARÁ,347722583.890264
42,2015,PF - Aposentado/pensionista,DISTRITO FEDERAL,194721043.10406184
43,2015,PF - Autônomo,DISTRITO FEDERAL,225458571.92274806
44,2015,PF - Empregado de empresa privada,DISTRITO FEDERAL,397895231.1749581
45,2015,PF - Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,10086807.409175834
46,2015,PF - Empresário,DISTRITO FEDERAL,513478482.12410754
47,2015,PF - Outros,DISTRITO FEDERAL,2159358316.7877855
48,2015,PF - Servidor ou empregado público,DISTRITO FEDERAL,1109384360.9305832
49,2015,PF - Aposentado/pensionista,ESPÍRITO SANTO,102610924.91814253
50,2015,PF - Autônomo,ESPÍRITO SANTO,262131386.87915376
51,2015,PF - Empregado de empresa privada,ESPÍRITO SANTO,295171272.8323508
52,2015,PF - Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,2090870.2795592952
53,2015,PF - Empresário,ESPÍRITO SANTO,398765035.13147867
54,2015,PF - Outros,ESPÍRITO SANTO,1829490897.4319406
55,2015,PF - Servidor ou empregado público,ESPÍRITO SANTO,254043133.1228446
56,2015,PF - Aposentado/pensionista,GOIÁS,138490754.69723937
57,2015,PF - Autônomo,GOIÁS,815755604.2177613
58,2015,PF - Empregado de empresa privada,GOIÁS,499387764.6600947
59,2015,PF - Empregado de entidades sem fins lucrativos,GOIÁS,9170539.395446911
60,2015,PF - Empresário,GOIÁS,1600916854.9082966
61,2015,PF - Outros,GOIÁS,4334759116.504968
62,2015,PF - Servidor ou empregado público,GOIÁS,592424368.2669034
63,2015,PF - Aposentado/pensionista,MARANHÃO,69307699.574356
64,2015,PF - Autônomo,MARANHÃO,414159816.20185417
65,2015,PF - Empregado de empresa privada,MARANHÃO,145369127.81427288
66,2015,PF - Empregado de entidades sem fins lucrativos,MARANHÃO,1331486.9156019173
67,2015,PF - Empresário,MARANHÃO,264184515.1815026
68,2015,PF - Outros,MARANHÃO,1676713741.608415
69,2015,PF - Servidor ou empregado público,MARANHÃO,309539810.8918411
70,2015,PF - Aposentado/pensionista,MINAS GERAIS,478638030.2225591
71,2015,PF - Autônomo,MINAS GERAIS,1331147256.3529012
72,2015,PF - Empregado de empresa privada,MINAS GERAIS,1482048889.021229
73,2015,PF - Empregado de entidades sem fins lucrativos,MINAS GERAIS,8951677.930929687
74,2015,PF - Empresário,MINAS GERAIS,2957974770.898276
75,2015,PF - Outros,MINAS GERAIS,8956104867.094904
76,2015,PF - Servidor ou empregado público,MINAS GERAIS,1084616633.0208697
77,2015,PF - Aposentado/pensionista,MATO GROSSO DO SUL,85030655.46667317
78,2015,PF - Autônomo,MATO GROSSO DO SUL,310690128.1202886
79,2015,PF - Empregado de empresa privada,MATO GROSSO DO SUL,181372197.6291574
80,2015,PF - Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,3158215.755164488
81,2015,PF - Empresário,MATO GROSSO DO SUL,526718051.0144112
82,2015,PF - Outros,MATO GROSSO DO SUL,1472466456.3840783
83,2015,PF - Servidor ou empregado público,MATO GROSSO DO SUL,274218575.73869616
84,2015,PF - Aposentado/pensionista,MATO GROSSO,55415874.847307324
85,2015,PF - Autônomo,MATO GROSSO,790450958.4164069
86,2015,PF - Empregado de empresa privada,MATO GROSSO,314211781.0445227
87,2015,PF - Empregado de entidades sem fins lucrativos,MATO GROSSO,1709517.9043382527
88,2015,PF - Empresário,MATO GROSSO,1684899371.0453064
89,2015,PF - Outros,MATO GROSSO,2183565511.2698736
90,2015,PF - Servidor ou empregado público,MATO GROSSO,396880409.63403237
91,2015,PF - Aposentado/pensionista,PARÁ,114256419.6229063
92,2015,PF - Autônomo,PARÁ,276413928.99580985
93,2015,PF - Empregado de empresa privada,PARÁ,235823663.52650192
94,2015,PF - Empregado de entidades sem fins lucrativos,PARÁ,3586101.55523587
95,2015,PF - Empresário,PARÁ,281060744.5119701
96,2015,PF - Outros,PARÁ,2112297290.2317502
97,2015,PF - Servidor ou empregado público,PARÁ,506817759.9185324
98,2015,PF - Aposentado/pensionista,PARAÍBA,74445783.71567674
99,2015,PF - Autônomo,PARAÍBA,152181893.97230956
100,2015,PF - Empregado de empresa privada,PARAÍBA,85339768.55494069
101,2015,PF - Empregado de entidades sem fins lucrativos,PARAÍBA,781782.0479825167
102,2015,PF - Empresário,PARAÍBA,169139316.30981293
103,2015,PF - MEI,PARAÍBA,0.0
104,2015,PF - Outros,PARAÍBA,1413593555.063901
105,2015,PF - Servidor ou empregado público,PARAÍBA,260689497.3746824
106,2015,PF - Aposentado/pensionista,PERNAMBUCO,196700167.90098917
107,2015,PF - Autônomo,PERNAMBUCO,384259696.7306133
108,2015,PF - Empregado de empresa privada,PERNAMBUCO,357444463.9061147
109,2015,PF - Empregado de entidades sem fins lucrativos,PERNAMBUCO,4982595.933942032
110,2015,PF - Empresário,PERNAMBUCO,483321536.9476461
111,2015,PF - Outros,PERNAMBUCO,2884775728.941658
112,2015,PF - Servidor ou empregado público,PERNAMBUCO,436473468.0797712
113,2015,PF - Aposentado/pensionista,PIAUÍ,46674285.81401083
114,2015,PF - Autônomo,PIAUÍ,89735365.48792821
115,2015,PF - Empregado de empresa privada,PIAUÍ,41423487.801829375
116,2015,PF - Empregado de entidades sem fins lucrativos,PIAUÍ,298459.0317340253
117,2015,PF - Empresário,PIAUÍ,142477791.81467915
118,2015,PF - Outros,PIAUÍ,794253415.3825873
119,2015,PF - Servidor ou empregado público,PIAUÍ,161180965.34333098
120,2015,PF - Aposentado/pensionista,PARANÁ,249667499.94207573
121,2015,PF - Autônomo,PARANÁ,1068101357.8168204
122,2015,PF - Empregado de empresa privada,PARANÁ,1024558666.4024626
123,2015,PF - Empregado de entidades sem fins lucrativos,PARANÁ,7047196.623694265
124,2015,PF - Empresário,PARANÁ,2113002895.525954
125,2015,PF - Outros,PARANÁ,5649524855.960976
126,2015,PF - Servidor ou empregado público,PARANÁ,674747351.116107
127,2015,PF - Aposentado/pensionista,RIO DE JANEIRO,1136340878.1005678
128,2015,PF - Autônomo,RIO DE JANEIRO,1331004098.7780964
129,2015,PF - Empregado de empresa privada,RIO DE JANEIRO,2131946253.8133383
130,2015,PF - Empregado de entidades sem fins lucrativos,RIO DE JANEIRO,17343558.975072417
131,2015,PF - Empresário,RIO DE JANEIRO,1634799577.294049
132,2015,PF - MEI,RIO DE JANEIRO,0.0
133,2015,PF - Outros,RIO DE JANEIRO,8061070471.023275
134,2015,PF - Servidor ou empregado público,RIO DE JANEIRO,2099540650.2378623
135,2015,PF - Aposentado/pensionista,RIO GRANDE DO NORTE,97651236.50778614
136,2015,PF - Autônomo,RIO GRANDE DO NORTE,117949967.68488155
137,2015,PF - Empregado de empresa privada,RIO GRANDE DO NORTE,105940409.0146031
138,2015,PF - Empregado de entidades sem fins lucrativos,RIO GRANDE DO NORTE,1750460.169671713
139,2015,PF - Empresário,RIO GRANDE DO NORTE,181045752.27807647
140,2015,PF - Outros,RIO GRANDE DO NORTE,1360750719.920542
141,2015,PF - Servidor ou empregado público,RIO GRANDE DO NORTE,269478125.5468592
142,2015,PF - Aposentado/pensionista,RONDÔNIA,18895518.853221145
143,2015,PF - Autônomo,RONDÔNIA,80567150.54635125
144,2015,PF - Empregado de empresa privada,RONDÔNIA,49833736.37698904
145,2015,PF - Empregado de entidades sem fins lucrativos,RONDÔNIA,330694.58957688196
146,2015,PF - Empresário,RONDÔNIA,96587232.83029363
147,2015,PF - Outros,RONDÔNIA,581256485.5962362
148,2015,PF - Servidor ou empregado público,RONDÔNIA,186623261.13602194
149,2015,PF - Aposentado/pensionista,RORAIMA,6168332.31228163
150,2015,PF - Autônomo,RORAIMA,32635786.63649488
151,2015,PF - Empregado de empresa privada,RORAIMA,10084183.621970758
152,2015,PF - Empregado de entidades sem fins lucrativos,RORAIMA,438843.9579687231
153,2015,PF - Empresário,RORAIMA,30668838.045418464
154,2015,PF - Outros,RORAIMA,190308533.8775068
155,2015,PF - Servidor ou empregado público,RORAIMA,125611579.74579175
156,2015,PF - Aposentado/pensionista,RIO GRANDE DO SUL,412492358.57787925
157,2015,PF - Autônomo,RIO GRANDE DO SUL,1222261271.5674937
158,2015,PF - Empregado de empresa privada,RIO GRANDE DO SUL,1177348288.2131698
159,2015,PF - Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,6802425.946230044
160,2015,PF - Empresário,RIO GRANDE DO SUL,2179064672.7324734
161,2015,PF - MEI,RIO GRANDE DO SUL,0.0
162,2015,PF - Outros,RIO GRANDE DO SUL,6127390062.8150215
163,2015,PF - Servidor ou empregado público,RIO GRANDE DO SUL,876276315.0085461
164,2015,PF - Aposentado/pensionista,SANTA CATARINA,164212865.0303702
165,2015,PF - Autônomo,SANTA CATARINA,399449250.31527877
166,2015,PF - Empregado de empresa privada,SANTA CATARINA,571284063.7543067
167,2015,PF - Empregado de entidades sem fins lucrativos,SANTA CATARINA,5050716.808177696
168,2015,PF - Empresário,SANTA CATARINA,917431769.6064645
169,2015,PF - Outros,SANTA CATARINA,3510224438.702411
170,2015,PF - Servidor ou empregado público,SANTA CATARINA,358948584.6211921
171,2015,PF - Aposentado/pensionista,SERGIPE,43848035.17658591
172,2015,PF - Autônomo,SERGIPE,114747335.39799458
173,2015,PF - Empregado de empresa privada,SERGIPE,86269369.60353667
174,2015,PF - Empregado de entidades sem fins lucrativos,SERGIPE,1378798.804861202
175,2015,PF - Empresário,SERGIPE,114219934.12491776
176,2015,PF - Outros,SERGIPE,822468109.1926678
177,2015,PF - Servidor ou empregado público,SERGIPE,211010406.0932101
178,2015,PF - Aposentado/pensionista,SÃO PAULO,1269291183.5946205
179,2015,PF - Autônomo,SÃO PAULO,3458042142.386595
180,2015,PF - Empregado de empresa privada,SÃO PAULO,8194400413.422789
181,2015,PF - Empregado de entidades sem fins lucrativos,SÃO PAULO,44271335.85525484
182,2015,PF - Empresário,SÃO PAULO,8360296597.745936
183,2015,PF - MEI,SÃO PAULO,22099.38258319252
184,2015,PF - Outros,SÃO PAULO,21852208751.748943
185,2015,PF - Servidor ou empregado público,SÃO PAULO,3091081039.281684
186,2015,PF - Aposentado/pensionista,TOCANTINS,10937227.798056656
187,2015,PF - Autônomo,TOCANTINS,180406879.59631315
188,2015,PF - Empregado de empresa privada,TOCANTINS,48413165.350864515
189,2015,PF - Empregado de entidades sem fins lucrativos,TOCANTINS,549855.2598565468
190,2015,PF - Empresário,TOCANTINS,189313203.04932117
191,2015,PF - Outros,TOCANTINS,582218702.8157507
192,2015,PF - Servidor ou empregado público,TOCANTINS,204433265.42191678
0,2016,PF - Aposentado/pensionista,ACRE,18693793.258738954
1,2016,PF - Autônomo,ACRE,13288035.698770113
2,2016,PF - Empregado de empresa privada,ACRE,13733769.944636617
3,2016,PF - Empregado de entidades sem fins lucrativos,ACRE,1068895.691927236
4,2016,PF - Empresário,ACRE,30698258.503225207
5,2016,PF - MEI,ACRE,829319.4927862957
6,2016,PF - Outros,ACRE,190151327.3908243
7,2016,PF - Servidor ou empregado público,ACRE,120366251.7565001
8,2016,PF - Aposentado/pensionista,ALAGOAS,82787931.60001789
9,2016,PF - Autônomo,ALAGOAS,62828099.240944594
10,2016,PF - Empregado de empresa privada,ALAGOAS,108347162.71129555
11,2016,PF - Empregado de entidades sem fins lucrativos,ALAGOAS,454814.7176993971
12,2016,PF - Empresário,ALAGOAS,157682160.59064996
13,2016,PF - MEI,ALAGOAS,7655063.439159636
14,2016,PF - Outros,ALAGOAS,1281655502.8912866
15,2016,PF - Servidor ou empregado público,ALAGOAS,235365344.79526636
16,2016,PF - Aposentado/pensionista,AMAZONAS,97486110.68864568
17,2016,PF - Autônomo,AMAZONAS,86567976.90248203
18,2016,PF - Empregado de empresa privada,AMAZONAS,222468306.22599375
19,2016,PF - Empregado de entidades sem fins lucrativos,AMAZONAS,2020561.6345956866
20,2016,PF - Empresário,AMAZONAS,211713434.42614436
21,2016,PF - MEI,AMAZONAS,9501542.847197546
22,2016,PF - Outros,AMAZONAS,1023064967.8013924
23,2016,PF - Servidor ou empregado público,AMAZONAS,461249442.38445455
24,2016,PF - Aposentado/pensionista,AMAPÁ,22004171.07356281
25,2016,PF - Autônomo,AMAPÁ,6200261.497903463
26,2016,PF - Empregado de empresa privada,AMAPÁ,16088467.427693188
27,2016,PF - Empregado de entidades sem fins lucrativos,AMAPÁ,43044.65770491658
28,2016,PF - Empresário,AMAPÁ,31554682.182709225
29,2016,PF - MEI,AMAPÁ,924695.5987187442
30,2016,PF - Outros,AMAPÁ,180090240.44756472
31,2016,PF - Servidor ou empregado público,AMAPÁ,212427075.41418165
32,2016,PF - Aposentado/pensionista,BAHIA,366078718.1848573
33,2016,PF - Autônomo,BAHIA,447695859.10025555
34,2016,PF - Empregado de empresa privada,BAHIA,733681409.07597
35,2016,PF - Empregado de entidades sem fins lucrativos,BAHIA,2674439.40777213
36,2016,PF - Empresário,BAHIA,1264819550.9772563
37,2016,PF - MEI,BAHIA,33360879.75052106
38,2016,PF - Outros,BAHIA,4597627536.5988245
